Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
03/02/2022,Illinois,2021,46,2021-11-20,2388,2205,25,480,72,93,31,80,33,53,47,515,137,194,180,,,,,,,,,,,,,,,
03/02/2022,Illinois,2021,47,2021-11-27,2521,2343,35,472,84,74,43,90,38,53,64,533,143,232,205,,,,,,,,,,,,,,,
03/02/2022,Illinois,2021,48,2021-12-04,2553,2392,35,476,73,99,34,102,30,39,100,519,149,283,253,,,,,,,,,,,,,,,
03/02/2022,Illinois,2021,49,2021-12-11,2666,2506,33,486,69,80,38,96,32,47,80,557,142,360,329,,,,,,,,,,,,,,,
03/02/2022,Illinois,2021,50,2021-12-18,2662,2517,28,454,70,78,36,82,31,49,87,565,145,443,406,,,,,,,,,,,,,,,
03/02/2022,Illinois,2021,51,2021-12-25,2814,2669,29,472,61,87,35,113,28,64,115,521,135,548,519,,,,,,,,,,,,,,,
03/02/2022,Illinois,2021,52,2022-01-01,2973,2835,38,451,87,89,51,105,32,75,142,553,138,616,569,,,,,,,,,,,,,,,
03/02/2022,Illinois,2022,1,2022-01-08,3350,3252,39,465,106,89,52,129,44,72,207,579,144,870,801,,,,,,,,,,,,,,,
03/02/2022,Illinois,2022,2,2022-01-15,3394,3307,41,459,88,110,41,111,35,58,219,588,131,921,848,,,,,,,,,,,,,,,
03/02/2022,Illinois,2022,3,2022-01-22,3217,3120,32,445,70,105,40,115,34,62,175,531,136,924,824,,,,,,,,,,,,,,,
03/02/2022,Illinois,2022,4,2022-01-29,2908,2825,31,427,58,110,31,87,35,50,227,491,137,735,651,,,,,,,,,,,,,,,
03/02/2022,Illinois,2022,5,2022-02-05,2463,2402,23,412,70,83,26,95,32,38,212,454,112,468,400,,,,,,,,,,,,,,,
03/02/2022,Illinois,2022,6,2022-02-12,2073,2034,24,325,44,78,17,86,27,40,200,393,103,351,306,,,,,,,,,,,,,,,
03/02/2022,Illinois,2022,7,2022-02-19,1341,1312,27,227,28,60,18,63,13,24,140,255,71,178,152,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,1,2020-01-04,1470,1357,27,258,47,51,42,115,30,40,10,335,60,0,0,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,2,2020-01-11,1386,1258,21,243,40,54,37,110,27,29,,317,57,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,3,2020-01-18,1389,1277,28,285,49,51,22,95,20,36,,316,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,4,2020-01-25,1422,1304,27,270,55,55,27,110,17,34,,315,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,5,2020-02-01,1380,1282,25,296,51,48,21,83,29,39,,294,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,6,2020-02-08,1363,1257,27,267,48,61,29,100,21,22,,296,80,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,7,2020-02-15,1429,1325,21,275,40,62,25,112,26,29,11,324,64,0,0,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,8,2020-02-22,1412,1301,24,293,37,56,26,99,22,31,,306,72,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,9,2020-02-29,1449,1325,30,272,48,60,39,107,23,37,,319,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,10,2020-03-07,1372,1256,19,259,43,72,33,97,24,32,15,319,73,0,0,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,11,2020-03-14,1407,1302,22,307,36,49,43,110,23,37,,301,65,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,12,2020-03-21,1329,1222,14,248,44,61,28,95,32,26,12,273,72,15,14,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,13,2020-03-28,1486,1392,24,305,52,63,40,96,22,33,,294,65,52,48,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,14,2020-04-04,1581,1477,33,250,67,74,36,107,28,30,11,290,61,160,148,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,15,2020-04-11,1633,1512,17,241,51,67,27,113,27,28,,324,64,238,230,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,16,2020-04-18,1510,1419,20,257,40,48,21,72,22,26,,308,66,274,254,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,17,2020-04-25,1597,1478,23,256,38,66,28,83,23,28,,282,69,312,286,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,18,2020-05-02,1537,1421,12,246,35,64,20,99,19,32,,256,57,294,275,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,19,2020-05-09,1583,1438,23,254,50,58,17,72,13,25,,284,66,263,244,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,20,2020-05-16,1572,1435,18,262,55,54,13,91,22,28,,265,66,257,239,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,21,2020-05-23,1474,1340,12,239,41,47,15,75,17,24,,306,57,201,181,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,22,2020-05-30,1383,1247,20,248,37,43,10,92,20,22,,294,58,146,136,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,23,2020-06-06,1396,1267,22,246,54,47,,82,13,28,,288,54,139,128,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,24,2020-06-13,1392,1261,23,256,55,56,,79,16,20,,280,60,127,114,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,25,2020-06-20,1353,1208,19,242,41,50,16,65,14,30,,261,65,115,104,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,26,2020-06-27,1380,1239,17,274,60,42,15,65,16,18,,287,56,83,64,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,27,2020-07-04,1345,1208,24,272,46,55,12,80,18,17,,294,61,66,57,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,28,2020-07-11,1352,1198,20,245,45,46,11,66,16,26,,287,57,82,73,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,29,2020-07-18,1383,1255,32,271,42,50,10,73,22,27,11,286,60,64,59,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,30,2020-07-25,1318,1190,21,263,55,40,16,83,14,28,11,242,60,77,66,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,31,2020-08-01,1367,1216,23,277,57,46,17,82,21,35,13,248,57,79,68,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,32,2020-08-08,1344,1216,24,268,39,44,12,64,21,28,,281,46,77,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,33,2020-08-15,1372,1267,17,247,54,39,10,92,17,37,,296,49,102,92,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,34,2020-08-22,1359,1234,15,232,42,67,13,84,19,28,,293,45,98,90,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,35,2020-08-29,1356,1230,26,252,39,48,11,89,17,20,,266,60,79,69,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,36,2020-09-05,1271,1143,19,242,36,51,13,67,22,20,10,263,59,74,67,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,37,2020-09-12,1343,1210,31,270,50,40,11,81,18,30,,268,58,90,79,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,38,2020-09-19,1409,1286,19,269,48,52,13,82,20,31,,272,53,99,87,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,39,2020-09-26,1441,1292,20,264,44,56,10,75,22,30,10,276,71,101,87,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,40,2020-10-03,1411,1281,20,248,49,60,13,76,20,20,10,269,56,148,123,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,41,2020-10-10,1442,1313,22,251,41,49,11,75,20,25,,306,76,142,125,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,42,2020-10-17,1524,1389,18,271,37,42,12,76,,28,,304,89,202,189,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,43,2020-10-24,1513,1368,25,261,35,43,23,83,28,24,10,280,63,209,189,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,44,2020-10-31,1600,1461,28,255,46,55,23,94,17,29,10,283,59,264,249,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,45,2020-11-07,1655,1539,23,251,54,52,10,84,24,28,14,296,66,336,292,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,46,2020-11-14,1721,1601,22,263,50,48,24,88,26,34,,306,67,378,343,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,47,2020-11-21,1936,1802,20,279,54,60,18,98,21,27,,301,59,543,497,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,48,2020-11-28,2015,1901,34,250,52,72,18,89,17,36,13,349,68,614,560,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,49,2020-12-05,1943,1827,19,260,52,58,18,76,22,24,,325,65,640,589,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,50,2020-12-12,2118,1991,20,256,66,56,18,103,23,33,13,314,75,741,670,,,,,,,,,,,,,,,
03/02/2022,Indiana,2020,51,2020-12-19,2060,1918,18,261,55,68,24,85,26,31,,318,71,690,630,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,52,2020-12-26,2010,1879,24,282,59,58,18,96,17,24,,317,64,616,548,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2020,53,2021-01-02,2052,1918,27,253,55,52,21,97,20,30,12,322,74,663,595,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,1,2021-01-09,1983,1840,16,297,60,48,21,93,21,40,,330,65,556,501,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,2,2021-01-16,1914,1789,21,268,57,58,16,75,19,40,10,353,86,488,443,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,3,2021-01-23,1795,1646,19,276,65,53,22,55,23,31,13,291,73,428,372,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,4,2021-01-30,1624,1507,23,265,55,52,25,78,24,35,11,268,46,379,333,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,5,2021-02-06,1607,1486,17,254,58,38,11,90,19,30,12,313,67,293,248,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,6,2021-02-13,1512,1392,17,270,53,39,,92,29,27,,298,70,196,162,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,7,2021-02-20,1467,1352,20,265,43,45,12,80,14,32,,313,66,159,125,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,8,2021-02-27,1440,1314,24,299,48,40,14,71,17,32,,284,73,131,102,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,9,2021-03-06,1415,1279,22,272,45,43,15,80,29,34,,306,62,109,76,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,10,2021-03-13,1378,1239,24,251,57,49,13,85,19,22,,318,62,81,56,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,11,2021-03-20,1305,1157,24,249,50,32,,68,15,30,,264,69,60,39,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,12,2021-03-27,1298,1163,18,250,47,44,11,65,29,29,12,265,66,56,41,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,13,2021-04-03,1278,1172,15,249,46,43,10,90,21,27,,254,61,61,44,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,14,2021-04-10,1374,1226,15,259,54,32,11,82,21,30,12,281,64,58,41,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,15,2021-04-17,1395,1242,25,272,51,37,17,79,14,26,12,265,79,80,63,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,16,2021-04-24,1285,1156,21,251,53,36,10,62,28,30,,275,52,58,46,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,17,2021-05-01,1362,1224,14,263,40,36,,77,21,27,,290,62,76,64,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,18,2021-05-08,1320,1178,16,268,37,37,15,81,18,31,,271,67,84,64,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,19,2021-05-15,1291,1160,,260,51,28,16,65,23,25,10,284,64,82,67,,,Suppressed (counts 1-9),,,,,,,,,,,,
03/02/2022,Indiana,2021,20,2021-05-22,1360,1209,15,258,49,47,12,75,22,17,,277,68,86,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,21,2021-05-29,1329,1203,12,241,35,35,11,78,21,22,16,325,56,77,65,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,22,2021-06-05,1402,1248,19,262,44,42,,78,24,24,,304,73,73,63,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,23,2021-06-12,1304,1148,22,292,55,35,17,72,18,21,,245,58,56,44,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,24,2021-06-19,1409,1246,14,291,55,43,10,81,27,25,,284,66,49,36,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,25,2021-06-26,1281,1161,16,266,41,42,12,74,33,26,,275,67,45,36,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,26,2021-07-03,1296,1163,11,256,41,37,,81,21,20,13,258,70,32,27,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Indiana,2021,27,2021-07-10,1338,1190,22,262,34,40,15,79,18,25,13,281,58,38,30,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,28,2021-07-17,1295,1164,12,267,48,43,18,74,27,21,,257,76,32,23,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,29,2021-07-24,1258,1111,17,243,42,38,13,68,23,20,,266,63,31,23,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,30,2021-07-31,1346,1195,12,284,51,49,16,72,19,28,,283,52,51,39,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,31,2021-08-07,1356,1203,17,251,42,43,14,78,28,28,,289,54,77,67,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,32,2021-08-14,1438,1299,21,260,56,39,13,96,25,34,,280,60,109,101,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,33,2021-08-21,1496,1361,15,287,48,41,18,92,28,25,11,281,67,167,157,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,34,2021-08-28,1546,1390,24,271,52,40,10,85,25,31,,313,56,204,186,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,35,2021-09-04,1541,1385,31,285,45,47,,85,15,22,10,271,65,225,207,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Indiana,2021,36,2021-09-11,1677,1516,21,272,36,45,13,84,25,33,11,289,71,312,291,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,37,2021-09-18,1702,1540,11,279,53,51,14,103,20,22,,301,74,327,297,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,38,2021-09-25,1732,1565,15,277,54,59,10,81,23,25,,293,71,335,312,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,39,2021-10-02,1693,1523,16,258,48,34,12,82,22,21,,296,73,303,284,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,40,2021-10-09,1623,1503,18,293,64,36,22,96,19,19,,309,52,276,250,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,41,2021-10-16,1603,1471,20,276,41,40,18,86,25,25,,308,65,247,221,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,42,2021-10-23,1563,1436,22,269,48,47,10,93,22,16,12,293,73,224,207,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,43,2021-10-30,1623,1489,20,295,52,53,14,77,23,42,,305,85,192,169,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,44,2021-11-06,1596,1439,15,279,50,56,19,89,26,21,12,293,69,200,177,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,45,2021-11-13,1602,1464,13,251,55,49,14,85,28,38,12,339,67,196,179,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,46,2021-11-20,1636,1488,20,280,34,39,10,102,25,33,,335,62,200,181,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,47,2021-11-27,1681,1534,15,246,49,48,17,92,28,33,14,321,74,243,216,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,48,2021-12-04,1670,1543,12,279,71,38,20,91,26,25,22,305,53,301,281,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,49,2021-12-11,1826,1706,14,288,49,46,18,93,23,23,,353,90,398,362,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,50,2021-12-18,1834,1734,16,261,50,61,29,103,19,38,13,322,69,429,401,,,,,,,,,,,,,,,
03/02/2022,Indiana,2021,51,2021-12-25,1817,1693,20,259,54,41,19,108,22,22,,317,70,468,429,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2021,52,2022-01-01,1751,1657,16,251,53,50,19,81,29,30,,289,63,476,437,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Indiana,2022,1,2022-01-08,1800,1700,13,247,64,44,19,102,20,21,16,327,59,457,412,,,,,,,,,,,,,,,
03/02/2022,Indiana,2022,2,2022-01-15,1964,1894,24,294,50,70,15,92,23,37,15,334,77,539,492,,,,,,,,,,,,,,,
03/02/2022,Indiana,2022,3,2022-01-22,1782,1727,10,267,60,43,23,90,18,42,20,288,95,517,464,,,,,,,,,,,,,,,
03/02/2022,Indiana,2022,4,2022-01-29,1491,1449,15,223,47,49,16,75,20,33,12,259,72,388,337,,,,,,,,,,,,,,,
03/02/2022,Indiana,2022,5,2022-02-05,1213,1179,12,164,44,40,14,66,15,21,16,229,45,277,235,,,,,,,,,,,,,,,
03/02/2022,Indiana,2022,6,2022-02-12,1032,1013,10,158,32,29,,67,16,22,18,200,51,207,180,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Indiana,2022,7,2022-02-19,788,776,,139,18,31,,57,16,18,,149,36,149,127,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,1,2020-01-04,665,618,,115,19,28,12,62,18,,12,168,24,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
03/02/2022,Iowa,2020,2,2020-01-11,647,611,,147,24,38,17,33,13,,11,151,26,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
03/02/2022,Iowa,2020,3,2020-01-18,620,585,,116,27,23,17,52,17,,10,161,20,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
03/02/2022,Iowa,2020,4,2020-01-25,640,597,11,108,16,31,12,49,,,,174,30,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,5,2020-02-01,615,572,,118,17,28,16,50,,,,142,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,6,2020-02-08,637,593,,120,17,31,15,40,12,10,,163,34,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,7,2020-02-15,600,543,,125,19,25,17,26,,,11,141,31,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Iowa,2020,8,2020-02-22,643,587,11,113,24,24,14,35,13,10,,157,24,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,9,2020-02-29,642,600,,122,24,20,15,28,18,,,169,35,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,10,2020-03-07,624,573,11,114,20,27,23,50,10,,,140,23,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,11,2020-03-14,636,585,,136,13,27,26,40,,,,156,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,12,2020-03-21,598,561,,104,17,21,22,35,14,10,,140,22,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,13,2020-03-28,595,564,10,110,13,38,21,44,12,,,135,28,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Iowa,2020,14,2020-04-04,608,567,15,123,19,39,18,39,,,13,123,19,17,16,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Iowa,2020,15,2020-04-11,597,565,11,136,16,28,,30,,10,,130,37,22,21,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,16,2020-04-18,633,595,,144,17,39,11,15,,14,,146,26,36,36,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,17,2020-04-25,587,544,,116,23,16,11,25,,,13,112,24,52,49,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Iowa,2020,18,2020-05-02,673,629,,110,17,26,,39,14,,12,147,27,69,66,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Iowa,2020,19,2020-05-09,702,661,,142,27,26,,37,,,,147,24,92,85,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,20,2020-05-16,674,647,,129,18,32,,35,,,,151,26,103,98,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,21,2020-05-23,619,582,,115,22,26,,23,10,,,118,34,101,93,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,22,2020-05-30,632,584,,117,18,31,,26,10,11,12,131,17,91,86,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Iowa,2020,23,2020-06-06,600,561,,96,23,26,,23,,15,,135,27,70,67,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,24,2020-06-13,589,545,,126,16,28,,29,,,10,125,23,40,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Iowa,2020,25,2020-06-20,575,516,,112,15,23,,20,10,,,133,24,32,27,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,26,2020-06-27,552,522,,115,15,25,,33,,,,123,24,20,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,27,2020-07-04,596,545,,127,16,21,,25,10,,,137,26,21,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,28,2020-07-11,567,514,,119,19,23,,24,,,,129,26,26,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,29,2020-07-18,601,552,,130,20,25,,22,14,,,126,32,42,39,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,30,2020-07-25,651,600,,111,17,26,11,26,,15,15,150,22,47,41,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
03/02/2022,Iowa,2020,31,2020-08-01,650,589,,116,18,26,,29,14,,,147,19,51,49,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,32,2020-08-08,649,595,,112,23,34,,26,,,,142,32,53,49,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,Iowa,2020,33,2020-08-15,669,610,,117,16,20,,22,10,,10,146,34,57,48,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Iowa,2020,34,2020-08-22,625,570,,109,22,31,,26,,10,,133,22,63,57,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
